date,nav
15-12-2023,221.26350
14-12-2023,219.41180
13-12-2023,218.01730
12-12-2023,216.72210
11-12-2023,217.72880
08-12-2023,216.53360
07-12-2023,217.33890
06-12-2023,216.97570
05-12-2023,216.18700
04-12-2023,214.72030
01-12-2023,211.55370
30-11-2023,210.33100
29-11-2023,208.51690
28-11-2023,207.03890
24-11-2023,205.37490
23-11-2023,204.33000
22-11-2023,203.17400
21-11-2023,203.46840
20-11-2023,202.50140
17-11-2023,202.73240
16-11-2023,202.56040
15-11-2023,202.49890
13-11-2023,200.80100
10-11-2023,197.51760
09-11-2023,196.40340
08-11-2023,197.09270
07-11-2023,195.76330
06-11-2023,194.23840
03-11-2023,192.39370
02-11-2023,191.10260
01-11-2023,189.54420
31-10-2023,190.31910
30-10-2023,190.11800
27-10-2023,189.62450
26-10-2023,185.33370
25-10-2023,186.11060
23-10-2023,187.09220
20-10-2023,195.13460
19-10-2023,197.21130
18-10-2023,196.96190
17-10-2023,198.24100
16-10-2023,197.64300
13-10-2023,197.58260
12-10-2023,197.64950
11-10-2023,196.33890
10-10-2023,195.53080
09-10-2023,192.66760
06-10-2023,196.71130
05-10-2023,194.99880
04-10-2023,194.64070
03-10-2023,196.62820
29-09-2023,195.97690
27-09-2023,195.32010
26-09-2023,194.22570
25-09-2023,193.79950
22-09-2023,192.72060
21-09-2023,192.18770
20-09-2023,194.04840
18-09-2023,195.87880
15-09-2023,196.97700
14-09-2023,196.92700
13-09-2023,195.57290
12-09-2023,193.56420
11-09-2023,201.50880
08-09-2023,199.81790
07-09-2023,198.46150
06-09-2023,197.13460
05-09-2023,197.65020
04-09-2023,196.91710
01-09-2023,195.75740
31-08-2023,193.20770
30-08-2023,192.15710
29-08-2023,191.03410
28-08-2023,190.14370
25-08-2023,188.32700
24-08-2023,189.70500
23-08-2023,190.40900
22-08-2023,189.25770
21-08-2023,187.97170
18-08-2023,186.72080
17-08-2023,186.68730
16-08-2023,186.48730
14-08-2023,186.29800
11-08-2023,187.37160
10-08-2023,186.85550
09-08-2023,186.65380
08-08-2023,185.61040
07-08-2023,185.92470
04-08-2023,184.93440
03-08-2023,183.73270
02-08-2023,182.70720
01-08-2023,185.89360
31-07-2023,185.51030
28-07-2023,182.48440
27-07-2023,181.58400
26-07-2023,182.14490
25-07-2023,181.27500
24-07-2023,180.12120
21-07-2023,180.37360
20-07-2023,180.90200
19-07-2023,180.06020
18-07-2023,178.35260
17-07-2023,178.46280
14-07-2023,176.53370
13-07-2023,173.81200
12-07-2023,175.73300
11-07-2023,175.30430
10-07-2023,173.98110
07-07-2023,174.00530
06-07-2023,174.74980
05-07-2023,173.42140
04-07-2023,172.87020
03-07-2023,172.96180
30-06-2023,171.13390
28-06-2023,170.74990
27-06-2023,170.73800
26-06-2023,169.89180
23-06-2023,168.98570
22-06-2023,170.23470
21-06-2023,171.33620
20-06-2023,171.15070
19-06-2023,170.53940
16-06-2023,170.27860
15-06-2023,169.59430
14-06-2023,169.48870
13-06-2023,169.25890
12-06-2023,167.95150
09-06-2023,166.89120
08-06-2023,166.26750
07-06-2023,166.90290
06-06-2023,165.72490
05-06-2023,164.84880
02-06-2023,164.26260
01-06-2023,163.14560
31-05-2023,162.39270
30-05-2023,161.77420
29-05-2023,161.31690
26-05-2023,160.75990
25-05-2023,159.90400
24-05-2023,159.71280
23-05-2023,160.39580
22-05-2023,160.23950
19-05-2023,160.15400
18-05-2023,160.23280
17-05-2023,160.24330
16-05-2023,160.15580
15-05-2023,160.81660
12-05-2023,159.44690
11-05-2023,160.16650
10-05-2023,159.36700
09-05-2023,158.40440
08-05-2023,158.93790
05-05-2023,157.79180
04-05-2023,159.49490
03-05-2023,158.11670
02-05-2023,157.92020
28-04-2023,157.00940
27-04-2023,155.26460
26-04-2023,153.65850
25-04-2023,153.33840
24-04-2023,153.20310
21-04-2023,152.02070
20-04-2023,152.36330
19-04-2023,152.02530
18-04-2023,152.03030
17-04-2023,152.57720
13-04-2023,152.22470
12-04-2023,151.29650
11-04-2023,150.72500
10-04-2023,150.06290
06-04-2023,150.19670
05-04-2023,149.26450
03-04-2023,148.13430
31-03-2023,146.60520
29-03-2023,144.35580
28-03-2023,141.94600
27-03-2023,143.05860
24-03-2023,144.32630
23-03-2023,146.31500
22-03-2023,146.42560
21-03-2023,145.83750
20-03-2023,144.48250
17-03-2023,146.44590
16-03-2023,147.11710
15-03-2023,147.28290
14-03-2023,147.88590
13-03-2023,148.51410
10-03-2023,151.92390
09-03-2023,152.84610
08-03-2023,153.35810
06-03-2023,152.43160
03-03-2023,150.72030
02-03-2023,148.52790
01-03-2023,148.82980
28-02-2023,146.97560
27-02-2023,145.91510
24-02-2023,147.47310
23-02-2023,148.66580
22-02-2023,149.28770
21-02-2023,150.57870
20-02-2023,150.34500
17-02-2023,150.97860
16-02-2023,151.35460
15-02-2023,151.09340
14-02-2023,150.26310
13-02-2023,150.44860
10-02-2023,151.22030
09-02-2023,150.55490
08-02-2023,150.68830
07-02-2023,149.73290
06-02-2023,150.09770
03-02-2023,149.70610
02-02-2023,150.21660
01-02-2023,148.95650
31-01-2023,151.44800
30-01-2023,147.80590
27-01-2023,148.49370
25-01-2023,152.56080
24-01-2023,154.09900
23-01-2023,155.24280
20-01-2023,155.59290
19-01-2023,155.46790
18-01-2023,156.09730
17-01-2023,155.64950
16-01-2023,156.06120
13-01-2023,155.23110
12-01-2023,154.09140
11-01-2023,154.57080
10-01-2023,153.57580
09-01-2023,155.00990
06-01-2023,153.91280
05-01-2023,154.93800
04-01-2023,154.72390
03-01-2023,156.74570
02-01-2023,156.07950
30-12-2022,153.46090
29-12-2022,152.00760
28-12-2022,150.94390
27-12-2022,150.03870
26-12-2022,147.29150
23-12-2022,141.17310
22-12-2022,148.31930
21-12-2022,150.50080
20-12-2022,155.23610
19-12-2022,155.54520
16-12-2022,154.27600
15-12-2022,156.27900
14-12-2022,157.78380
13-12-2022,156.62120
12-12-2022,154.97700
09-12-2022,152.43110
08-12-2022,154.55310
07-12-2022,153.98780
06-12-2022,154.01090
05-12-2022,153.18370
02-12-2022,152.11930
01-12-2022,151.46460
30-11-2022,150.68290
29-11-2022,150.05710
28-11-2022,150.09870
25-11-2022,148.94040
24-11-2022,147.14960
23-11-2022,146.38410
22-11-2022,145.11020
21-11-2022,144.67820
18-11-2022,144.87250
17-11-2022,145.21930
16-11-2022,146.16970
15-11-2022,146.92030
14-11-2022,146.19750
11-11-2022,145.99150
10-11-2022,145.25090
09-11-2022,147.33310
07-11-2022,146.94530
04-11-2022,145.90320
03-11-2022,144.31320
02-11-2022,144.44830
01-11-2022,144.23330
31-10-2022,144.12610
28-10-2022,143.10100
27-10-2022,144.15110
25-10-2022,142.84770
21-10-2022,142.19110
20-10-2022,143.33820
19-10-2022,142.15100
18-10-2022,141.95900
17-10-2022,140.92350
14-10-2022,139.73040
13-10-2022,139.71540
12-10-2022,140.74530
11-10-2022,139.96530
10-10-2022,142.89660
07-10-2022,143.49320
06-10-2022,143.31000
04-10-2022,140.45920
03-10-2022,138.02230
30-09-2022,140.32730
29-09-2022,137.94620
28-09-2022,136.32700
27-09-2022,137.55690
26-09-2022,136.91190
23-09-2022,143.14150
22-09-2022,145.33900
21-09-2022,144.75100
20-09-2022,145.67130
19-09-2022,143.81770
16-09-2022,142.97250
15-09-2022,146.33330
14-09-2022,145.68140
13-09-2022,144.47650
12-09-2022,143.97630
09-09-2022,143.49480
08-09-2022,143.74720
07-09-2022,143.13210
06-09-2022,141.99390
05-09-2022,141.48960
02-09-2022,139.50160
01-09-2022,138.64600
30-08-2022,138.46870
29-08-2022,136.53010
26-08-2022,137.01450
25-08-2022,136.12120
24-08-2022,136.49750
23-08-2022,135.00620
22-08-2022,133.57650
19-08-2022,135.27890
18-08-2022,136.34280
17-08-2022,135.94220
16-08-2022,135.38760
12-08-2022,134.54100
11-08-2022,134.34230
10-08-2022,133.62590
08-08-2022,134.54700
05-08-2022,132.78940
04-08-2022,132.38050
03-08-2022,133.11230
02-08-2022,133.84290
01-08-2022,132.35570
29-07-2022,130.84500
28-07-2022,128.95680
27-07-2022,128.68060
26-07-2022,128.24460
25-07-2022,128.88140
22-07-2022,129.46180
21-07-2022,128.65780
20-07-2022,127.64450
19-07-2022,127.21680
18-07-2022,126.60220
15-07-2022,124.77750
14-07-2022,124.33930
13-07-2022,125.06210
12-07-2022,125.30260
11-07-2022,125.51900
08-07-2022,124.33480
07-07-2022,123.43470
06-07-2022,121.71740
05-07-2022,121.03000
04-07-2022,121.22050
01-07-2022,120.25920
30-06-2022,120.37280
29-06-2022,121.40180
28-06-2022,121.04600
27-06-2022,119.94610
24-06-2022,118.26900
23-06-2022,115.87290
22-06-2022,114.79260
21-06-2022,117.36380
20-06-2022,112.34670
17-06-2022,116.77580
16-06-2022,117.91970
15-06-2022,122.21470
14-06-2022,122.33920
13-06-2022,122.09210
10-06-2022,126.76360
09-06-2022,127.95130
08-06-2022,127.44130
07-06-2022,127.46980
06-06-2022,127.65850
03-06-2022,127.92170
02-06-2022,129.22950
01-06-2022,127.91500
31-05-2022,127.42670
30-05-2022,127.05460
27-05-2022,125.11240
26-05-2022,123.97730
25-05-2022,122.51970
24-05-2022,125.70270
23-05-2022,127.60830
20-05-2022,129.68760
19-05-2022,126.00230
18-05-2022,128.10560
17-05-2022,127.61370
16-05-2022,122.51530
13-05-2022,121.36690
12-05-2022,120.46830
11-05-2022,122.71920
10-05-2022,126.08970
09-05-2022,129.53830
06-05-2022,132.15620
05-05-2022,134.54000
04-05-2022,133.93440
02-05-2022,138.23590
29-04-2022,139.33810
28-04-2022,141.83700
27-04-2022,143.74010
26-04-2022,144.21440
25-04-2022,141.93780
22-04-2022,145.60710
21-04-2022,146.57400
20-04-2022,144.78420
19-04-2022,145.21180
18-04-2022,147.73090
13-04-2022,148.52730
12-04-2022,147.69890
11-04-2022,149.76800
08-04-2022,147.74300
07-04-2022,145.65970
06-04-2022,146.64430
05-04-2022,145.50460
04-04-2022,144.57250
01-04-2022,141.33740
31-03-2022,137.27990
30-03-2022,136.60550
29-03-2022,135.57760
28-03-2022,134.92490
25-03-2022,136.05980
24-03-2022,136.96160
23-03-2022,136.20890
22-03-2022,136.24620
21-03-2022,135.82850
17-03-2022,135.79530
16-03-2022,134.20320
15-03-2022,132.40370
14-03-2022,133.56990
11-03-2022,133.83460
10-03-2022,132.75190
09-03-2022,131.59920
08-03-2022,128.37780
07-03-2022,126.29760
04-03-2022,129.11840
03-03-2022,130.96340
02-03-2022,129.63820
28-02-2022,129.04410
25-02-2022,128.29440
24-02-2022,123.02970
23-02-2022,131.35160
22-02-2022,129.36070
21-02-2022,132.13810
18-02-2022,136.00830
17-02-2022,137.46520
16-02-2022,138.90070
15-02-2022,139.03460
14-02-2022,136.09390
11-02-2022,143.50030
10-02-2022,146.40690
09-02-2022,145.46690
08-02-2022,143.50920
07-02-2022,145.58140
04-02-2022,146.20040
03-02-2022,146.69030
02-02-2022,145.91630
01-02-2022,143.68170
31-01-2022,142.00140
28-01-2022,141.44370
27-01-2022,140.63120
25-01-2022,139.99630
24-01-2022,137.29880
21-01-2022,144.75360
20-01-2022,147.41620
19-01-2022,147.52630
18-01-2022,147.28890
17-01-2022,150.13960
14-01-2022,149.05870
13-01-2022,147.49490
12-01-2022,147.01410
11-01-2022,146.41650
10-01-2022,147.96510
07-01-2022,144.90990
06-01-2022,142.62890
05-01-2022,142.15900
04-01-2022,141.05630
03-01-2022,140.56790
31-12-2021,138.00810
30-12-2021,136.74960
29-12-2021,137.14520
28-12-2021,136.41980
27-12-2021,134.41900
24-12-2021,133.97000
23-12-2021,134.92310
22-12-2021,133.63580
21-12-2021,131.24020
20-12-2021,128.96460
17-12-2021,133.85470
16-12-2021,137.92140
15-12-2021,139.28650
14-12-2021,140.11850
13-12-2021,141.38160
10-12-2021,141.55200
09-12-2021,138.10340
08-12-2021,136.70700
07-12-2021,135.25020
06-12-2021,133.03530
03-12-2021,134.95050
02-12-2021,134.72240
01-12-2021,133.39200
30-11-2021,131.80080
29-11-2021,131.31060
26-11-2021,134.14310
25-11-2021,139.01800
24-11-2021,137.46980
23-11-2021,137.64820
22-11-2021,134.27740
18-11-2021,138.38970
17-11-2021,141.06160
16-11-2021,140.71890
15-11-2021,140.90400
12-11-2021,142.58340
11-11-2021,142.56760
10-11-2021,143.63710
09-11-2021,144.65270
08-11-2021,143.07810
03-11-2021,139.45440
02-11-2021,140.13690
01-11-2021,138.32900
